SCD page,TelefonicaConfiguration,SCD,Capacity Model,12W/20W,Sectors,Indoor/Outdoor,2G/3G/4G Cabinet Type,Double cabinet,Lancaster/York cabinet upgrade,BB units in York/Lancaster cab,G9 end type,L800 end type,L1800 end type,2100 existing,LTE DUS to BB UG,Concatenation,Telefonica Configuration,Comments
86,B2 to B3 Upgrade - Indoor 12W Small UL - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small UL,12W,3,Indoor,Indoor DC RBS 6201,No,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small UL 12W 3 Indoor Indoor DC RBS 6201 No No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Indoor 12W Small UL - 3 Sector,5G Test Bed
86,B2 to B3 Upgrade - Outdoor 12W Small UL - 3 Sector,Beacon 2 to Beacon 3 Upgrades,Small UL,12W,3,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small UL 12W 3 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 12W Small UL - 3 Sector,5G Test Bed
87,B2 to B3 Upgrade - Indoor 12W Small UL - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Small UL,12W,2,Indoor,Indoor DC RBS 6201,No,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small UL 12W 2 Indoor Indoor DC RBS 6201 No No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Indoor 12W Small UL - 2 Sector,
87,B2 to B3 Upgrade - Outdoor 12W Small UL - 2 Sector,Beacon 2 to Beacon 3 Upgrades,Small UL,12W,2,Outdoor,Outdoor AC RBS 6102,No,No,No,Macro,ERS to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small UL 12W 2 Outdoor Outdoor AC RBS 6102 No No No Macro ERS to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 12W Small UL - 2 Sector,
89,B2 to B3 Upgrade - Outdoor 20W RBSERS Small SF - 3 Sector (York),Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor York/Shire,Yes,6102 to York,No,ERS,Macro to ERS,N/A,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor York/Shire Yes 6102 to York No ERS Macro to ERS N/A ERS No,B2 to B3 Upgrade - Outdoor 20W RBSERS Small SF - 3 Sector (York),
89,B2 to B3 Upgrade - Outdoor 20W RBSERS L18 Small SF - 3 Sector (York),Beacon 2 to Beacon 3 Upgrades,Small,20W,3,Outdoor,Outdoor York/Shire,Yes,6102 to York,No,ERS,Macro to ERS,Radio 4480,ERS,No,Beacon 2 to Beacon 3 Upgrades Small 20W 3 Outdoor Outdoor York/Shire Yes 6102 to York No ERS Macro to ERS Radio 4480 ERS No,B2 to B3 Upgrade - Outdoor 20W RBSERS L18 Small SF - 3 Sector (York),
Additional Order Codes,,,,,,,,,,,,,,,,,,
N/A,Indoor-T34 8x8-3 Sector Northern Ireland,,,,,,,,,,,,,,,,,
N/A,Outdoor-T34 8x8-3 Sector Northern Ireland,,,,,,,,,,,,,,,,,
N/A,Indoor-T34 64M-3 Sector Northern Ireland,,,,,,,,,,,,,,,,,
N/A,Outdoor-T34 64M-3 Sector Northern Ireland,,,,,,,,,,,,,,,,,
N/A,Indoor-T34 64M-3 Sector,,,,,,,,,,,,,,,,,
N/A,Outdoor-T34 64M-3 Sector,,,,,,,,,,,,,,,,,
B2-B3/14,DUS to Baseband 6630 Upgrade,,,,,,,,,,,,,,,,,
N/A,RBS 6102 2nd Power Subrack expansion,,,,,,,,,,,,,,,,,
T23 20MHz to 40MHz Upgrade,,,,,,,,,,,,,,,,,,
N/A,Upgrade TDD 2300 4x4 20MHz to 40 MHz - 3 Sector,,,,,,,,,,,,,,,,,
N/A,Upgrade TDD 2300 4x4 20MHz to 40 MHz - 2 Sector,,,,,,,,,,,,,,,,,
N/A,Upgrade TDD 2300 4x4 20MHz to 40 MHz - 1 Sector,,,,,,,,,,,,,,,,,
L9 5MHz to 10MHz Upgrade,,,,,,,,,,,,,,,,,,
N/A,L9 5MHz to 10MHz Upgrade - 1 Sector,,,,,,,,,,,,,,,,,
VF L21 10MHz to 15MHz and 4T4R Upgrades,,,,,,,,,,,,,,,,,,
N/A,VF L21 10MHz to 15MHz Upgrade - 1 Sector,,,,,,,,,,,,,,,,,
N/A,VF L21 10MHz 4T4R Upgrade - 1 Sector,,,,,,,,,,,,,,,,,
N/A,VF L21 15MHz 4T4R Upgrade - 1 Sector,,,,,,,,,,,,,,,,,
ESS related Upgrades,,,,,,,,,,,,,,,,,,
N/A,Additional Baseband 6630 Upgrade,,,,,,,,,,,,,,,,,
N/A,GPS Upgrade,,,,,,,,,,,,,,,,,
NR700 1.5U PDU Subrack Upgrade,,,,,,,,,,,,,,,,,,
N/A,Additional 1.5U PDU Subrack Upgrade,,,,,,,,,,,,,,,,,
High / Medium to Small Downgrade,,,,,,,,,,,,,,,,,,
N/A,20W High / High U2100 RRU to 20W Small / Small U2100 RRU - 3 Sector,,,,,,,,,,,,,,,,,
N/A,20W Medium to 20W Small - 3 Sector,,,,,,,,,,,,,,,,,
N/A,20W Medium U2100 RRU to 20W Small U2100 RRU - 3 Sector,,,,,,,,,,,,,,,,,
N/A,20W High / 20W Medium to 20W Small - 2 Sector,,,,,,,,,,,,,,,,,
N/A,12W High to 12W Small - 3 Sector,,,,,,,,,,,,,,,,,
N/A,12W High to 12W Small - 2 Sector,,,,,,,,,,,,,,,,,
N/A,12W Medium to 12W Small - 3 Sector,,,,,,,,,,,,,,,,,
N/A,12W Medium to 12W Small - 2 Sector,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
,,,,,,,,,,,,,,,,           ,,
