ASP,OrderingCode,Productno,Denomination,Qty,Comments,BOMFilter,Build Type
Ericsson,E3SC6102LANOAL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3SC6102LANOAL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3SC6102LANOAL18B2B3UG,NTB1010230/1,Radio Fan unit,3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,KDV127621/11,Baseband 6630 with fan,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RPM777526/02000,ET Power cable,3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RPM777567/05000,Grounding Cable,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,SXK1253086/1,Cable guide,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RPM77701/02000,Signal cable,3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,KRC161777/1,RADIO UNIT/Radio 4480B1B3,3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,BKV106246/1,"Fan tray, 24 VDC, 2.0 A, 358x29x54 mm (Radio 4480) ",3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,NTM1011797/1,SIU-02 power cable and connector,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,NFT30459/2,"Surge Protection Device, SPD -48V ",4,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,4,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,NFT30459/3,"Surge Protection Device, SPD -48V",3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RPM1192370/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit,4,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,BGK90118/2,CONNECTION PANEL/SHU 02 01; Support HUB,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,BMG980336/7,DISTR. EQUIPMENT/PDU 01 04; Power Distribution Unit,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,SXK1252098/1,PDU Cassette,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,BGM136106/2,"PDU 03 02, Power Distribution",1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,NFS89973/6,ECM 03 06; Electronic Circuit,3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,BMG980410/1,DISTR. EQUIPMENT/BFU 01 03; Battery Fuse,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,BMG980390/10,MAINS DISTR. UNIT/Optional AC-outlet,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit,3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,NTM2013977/1,SET OF MATERIALS/Screw set for expansion,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RPM77701/00700,CABLE WITH CONNECTOR/SIGNAL CABLE,2,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RPM77701/01000,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,RPM777270/01000,CABLE WITH CONNECTOR/POWER CABLE,3,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,SXA1344414/1,MECHANICAL COMPONENT/Air outlet plate,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,SXA2153864/1,MECHANICAL COMPONENT/Guide rail,2,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,SXA2155276/1,MECHANICAL COMPONENT/PLATE 19 Dummy (1U),1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,SXK1091052/1,ASSEMBLED PARTS/SHU holder,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,SXK1091102/1,ASSEMBLED PARTS/½U dummy (19),1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,SXK1091601/1,ASSEMBLED PARTS/Airplate Low flow,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,SXK1091601/2,ASSEMBLED PARTS/Airplate Medium flow,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,SXK1098115/1,ASSEMBLED PARTS/Power subrack,1,,,B2 - B3
Ericsson,1E3SC6102LANOA3PPL18B2B3UG,SXK1098257/1,DUMMY/Dummy unit (Power Subrack),4,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,KDV127621/11,Baseband 6630 with fan,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RPM777526/02000,ET Power cable,3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RPM777567/05000,Grounding Cable,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1253086/1,Cable guide,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RPM77701/02000,Signal cable,3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,KRC161777/1,RADIO UNIT/Radio 4480B1B3,3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,BKV106246/1,"Fan tray, 24 VDC, 2.0 A, 358x29x54 mm (Radio 4480) ",3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,NTM1011797/1,SIU-02 power cable and connector,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,NFT30459/2,"Surge Protection Device, SPD -48V ",4,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RPM777193/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,4,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,NFT30459/3,"Surge Protection Device, SPD -48V",3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RPM1192370/01500,CABLE WITH CONNECTOR/DC POWER CABLE   ,3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit,4,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,BGK90118/2,CONNECTION PANEL/SHU 02 01; Support HUB,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,BMG980336/7,DISTR. EQUIPMENT/PDU 01 04; Power Distribution Unit,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1252098/1,PDU Cassette,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,BGM136106/2,"PDU 03 02, Power Distribution",1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,NFS89973/6,ECM 03 06; Electronic Circuit,3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,BMG980410/1,DISTR. EQUIPMENT/BFU 01 03; Battery Fuse,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,BMG980390/10,MAINS DISTR. UNIT/Optional AC-outlet,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,BML161184/1,RECTIFIER/PSU AC 03; Power Supply Unit,3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,NTM2013977/1,SET OF MATERIALS/Screw set for expansion,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RPM77701/00700,CABLE WITH CONNECTOR/SIGNAL CABLE,2,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RPM77701/01000,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,RPM777270/01000,CABLE WITH CONNECTOR/POWER CABLE,3,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXA1344414/1,MECHANICAL COMPONENT/Air outlet plate,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXA2153864/1,MECHANICAL COMPONENT/Guide rail,2,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXA2155276/1,MECHANICAL COMPONENT/PLATE 19 Dummy (1U),1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1091052/1,ASSEMBLED PARTS/SHU holder,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1091102/1,ASSEMBLED PARTS/½U dummy (19),1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1091601/1,ASSEMBLED PARTS/Airplate Low flow,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1091601/2,ASSEMBLED PARTS/Airplate Medium flow,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1098115/1,ASSEMBLED PARTS/Power subrack,1,,,B2 - B3
Ericsson,E3SC6102LANOA3PPL18B2B3UG,SXK1098257/1,DUMMY/Dummy unit (Power Subrack),4,,,B2 - B3
Ericsson,1E3SC6102OARET1CB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2 - B3
Ericsson,1E3SC6102OARET1CB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,1E3SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SC6102OARET1CB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2 - B3
Ericsson,1E3SC6102OARET1CL18B2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2 - B3
Ericsson,1E3SC6102OARET1CL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,1E3SC6102OARET1CL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SC6102OARET1CL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SC6102OARET1CL18B2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2 - B3
Ericsson,E3SC6102OARET1CB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2 - B3
Ericsson,E3SC6102OARET1CB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,E3SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3SC6102OARET1CB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2 - B3
Ericsson,E3SC6102OARET1CL18B2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2 - B3
Ericsson,E3SC6102OARET1CL18B2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,E3SC6102OARET1CL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3SC6102OARET1CL18B2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3SC6102OARET1CL18B2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2 - B3
Ericsson,1E2SC6102OARET1CB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,2,,,B2 - B3
Ericsson,1E2SC6102OARET1CB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
Ericsson,1E2SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,1E2SC6102OARET1CB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2 - B3
Ericsson,E2SC6102OARET1CB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,2,,,B2 - B3
Ericsson,E2SC6102OARET1CB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
Ericsson,E2SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,E2SC6102OARET1CB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
Ericsson,E2SC6102OARET1CB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,3,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UG,SXA1344944/1 ,AIR PLATE/Air Plate RF Shelf ,1,,,B2 - B3
Ericsson,1E3ST6102OARUSB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,3,,,B2 - B3
Ericsson,1E3ST6102OARUSB2B3UG,SXA1344944/1 ,AIR PLATE/Air Plate RF Shelf ,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,NTB1010327/2 ,Subrack kit,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,NTB1010326/2,Frame kit (only for 6201),1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,RPM777034/00550,EARTH CABLE M6 (dual) cable lug to M6 cable lug,3,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,RPM777583/01000,DC Power cable,3,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA2151177/1,Cable shelf 0.5U,2,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA2151640/2   ,9U shelf plate ,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA2151171/1,Air resistor 0.5U,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA1060148/3,Air resistor for upper blank (for radio 2217 all bands),3,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXK1252029/3,1.5 U power sub rack,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXK111539/1,M6 kit,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA2152667/4,1.5U power rack shelf1 left,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXA2152668/4,1.5U power rack shelf1 right,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,BMG980392/1 ,PCU DC 08,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,RPM77718/00350,Power cable,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SXK1098257/1,Unit dummy,1,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,RPM2533512/2000 ,CPRI DU-RRU,6,,,B2 - B3
Ericsson,1E3ST6201IDRUSB2B3UGNOL18,SDF111320/2,Connector sleeve,1,,,B2 - B3
Ericsson,1E3ST6102OARUSB2B3UGNOL18,SXA1342193/2,MECHANICAL COMPONENT/Dummy 31,2,,,B2 - B3
Ericsson,1E3ST6102OARUSB2B3UGNOL18,NTB1010327/2 ,Subrack kit,1,,,B2 - B3
Ericsson,1E3ST6102OARUSB2B3UGNOL18,SXA1344944/1,AIR PLATE/Air Plate RF Shelf,1,,,B2 - B3
Ericsson,1E3ST6102OARUSB2B3UGNOL18,RPM2533512/2000 ,CPRI DU-RRU,6,,,B2 - B3
Ericsson,1E3ST6102OARUSB2B3UGNOL18,RPM777034/00550,EARTH CABLE M6 (dual) cable lug to M6 cable lug,3,,,B2 - B3
Ericsson,1E3ST6102OARUSB2B3UGNOL18,RPM777583/01000,DC Power cable,3,,,B2 - B3
Ericsson,1E3ST6102OARUSB2B3UGNOL18,SXA1060148/3,Air resistor for upper blank (for radio 2217 all bands),3,,,B2 - B3
Ericsson,1E3ST6102OARUSB2B3UGNOL18,BMG980336/7,PDU 01 04; Power Distribution Unit ,1,,,B2 - B3
Ericsson,1E3ST6102OARUSB2B3UGNOL18,RPM77701/00500,CABLE WITH CONNECTOR/SIGNAL CABLE,1,,,B2 - B3
Ericsson,1E3SCULNR61023PPOAB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2 - B3
Ericsson,1E3SCULNR61023PPOAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,1E3SCULNR61023PPOAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SCULNR61023PPOAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SCULNR61023PPOAB2B3UG,NTB1010230/1,Radio Fan unit,3,,,B2 - B3
Ericsson,1E3SCUU2161023PPOAB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2 - B3
Ericsson,1E3SCUU2161023PPOAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
Ericsson,1E3SCUU2161023PPOAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SCUU2161023PPOAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3SCUU2161023PPOAB2B3UG,NTB1010230/1,Radio Fan unit,3,,,B2 - B3
TEF,1E3STUU216102OAB2B3UG,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B2 - B3
TEF,1E3STUU216102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,1E3STUU216102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3STUU216102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3LC6201IDB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,1E3LC6201IDB2B3UG,RPM777526/02000,ET Power cable,2,,,B2 - B3
Ericsson,1E3LC6201IDB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,1E3LC6201IDB2B3UG,SXK1253086/1,Cable guide,2,,,B2 - B3
TEF,1E3LC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,1E3LC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,1E3LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3LC6201IDB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2 - B3
Ericsson,1E3LC6102OAB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,1E3LC6102OAB2B3UG,RPM777526/02000,ET Power cable,2,,,B2 - B3
Ericsson,1E3LC6102OAB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,1E3LC6102OAB2B3UG,SXK1253086/1,Cable guide,2,,,B2 - B3
TEF,1E3LC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,1E3LC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,1E3LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,1E3LC6102OAB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,1,,,B2 - B3
Ericsson,E3LC6201IDB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,E3LC6201IDB2B3UG,RPM777526/02000,ET Power cable,2,,,B2 - B3
Ericsson,E3LC6201IDB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,E3LC6201IDB2B3UG,SXK1253086/1,Cable guide,2,,,B2 - B3
TEF,E3LC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,E3LC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,E3LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3LC6201IDB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,2,,,B2 - B3
Ericsson,E3LC6201IDB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,6,,,B2 - B3
Ericsson,E3LC6201IDB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,E3LC6102OAB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,E3LC6102OAB2B3UG,RPM777526/02000,ET Power cable,2,,,B2 - B3
Ericsson,E3LC6102OAB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,E3LC6102OAB2B3UG,SXK1253086/1,Cable guide,2,,,B2 - B3
TEF,E3LC6102OAB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B2 - B3
TEF,E3LC6102OAB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B2 - B3
TEF,E3LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3LC6102OAB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B2 - B3
Ericsson,E3LC6102OAB2B3UG,SXA1342193/1,MECHANICAL COMPONENT/Dummy 62,2,,,B2 - B3
Ericsson,E3LC6102OAB2B3UG,RPM777211/01800,CABLE WITH CONNECTOR/SIGNAL CABLE   ,6,,,B2 - B3
Ericsson,E3LC6102OAB2B3UG,RPM777279/00650,SIGNAL CABLE ,1,,,B2 - B3
Ericsson,1E2LC6201IDB2B3UG,KDV127621/11,Baseband 6630 with fan,2,,,B2 - B3
Ericsson,1E2LC6201IDB2B3UG,RPM777526/02000,ET Power cable,2,,,B2 - B3
Ericsson,1E2LC6201IDB2B3UG,RPM777567/05000,Grounding Cable,2,,,B2 - B3
Ericsson,1E2LC6201IDB2B3UG,SXK1253086/1,Cable guide,2,,,B2 - B3
TEF,1E2LC6201IDB2B3UG,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,2,,,B2 - B3
TEF,1E2LC6201IDB2B3UG,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B2 - B3
TEF,1E2LC6201IDB2B3UG,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B2 - B3
